Timestamp,Raw,Voltage
2025-09-21 23:53:32.331581,4095,3.3
2025-09-21 23:53:32.342934,2031,1.64
2025-09-21 23:53:32.354475,2601,2.1
2025-09-21 23:53:32.365987,1391,1.12
2025-09-21 23:53:32.377311,1392,1.12
2025-09-21 23:53:32.387673,386,0.31
2025-09-21 23:53:32.398228,402,0.32
2025-09-21 23:53:32.408485,205,0.17
2025-09-21 23:53:32.418962,103,0.08
2025-09-21 23:53:32.429453,283,0.23
2025-09-21 23:53:32.439739,370,0.3
2025-09-21 23:53:32.449252,48,0.04
2025-09-21 23:53:32.459555,111,0.09
2025-09-21 23:53:32.470049,182,0.15
2025-09-21 23:53:32.480349,258,0.21
2025-09-21 23:53:32.490873,300,0.24
2025-09-21 23:53:32.501162,431,0.35
2025-09-21 23:53:32.511586,208,0.17
2025-09-21 23:53:32.522171,283,0.23
2025-09-21 23:53:32.532577,195,0.16
2025-09-21 23:53:32.541794,98,0.08
2025-09-21 23:53:32.550235,0,0.0
2025-09-21 23:53:32.560561,170,0.14
2025-09-21 23:53:32.568872,0,0.0
2025-09-21 23:53:32.578344,64,0.05
2025-09-21 23:53:32.587604,80,0.06
2025-09-21 23:53:32.598091,210,0.17
2025-09-21 23:53:32.607522,21,0.02
2025-09-21 23:53:32.616885,45,0.04
2025-09-21 23:53:32.626328,43,0.03
2025-09-21 23:53:32.635634,34,0.03
2025-09-21 23:53:32.645983,118,0.1
2025-09-21 23:53:32.656454,115,0.09
2025-09-21 23:53:32.665694,82,0.07
2025-09-21 23:53:32.676190,236,0.19
2025-09-21 23:53:32.686549,213,0.17
2025-09-21 23:53:32.696994,375,0.3
2025-09-21 23:53:32.707334,255,0.21
2025-09-21 23:53:32.717775,224,0.18
2025-09-21 23:53:32.727250,85,0.07
2025-09-21 23:53:32.736630,71,0.06
2025-09-21 23:53:32.746963,123,0.1
2025-09-21 23:53:32.756312,82,0.07
2025-09-21 23:53:32.765727,64,0.05
2025-09-21 23:53:32.775206,69,0.06
2025-09-21 23:53:32.785579,111,0.09
2025-09-21 23:53:32.794933,58,0.05
2025-09-21 23:53:32.805357,101,0.08
2025-09-21 23:53:32.815758,192,0.15
2025-09-21 23:53:32.826305,218,0.18
2025-09-21 23:53:32.836610,413,0.33
2025-09-21 23:53:32.847008,505,0.41
2025-09-21 23:53:32.857260,294,0.24
2025-09-21 23:53:32.867833,272,0.22
2025-09-21 23:53:32.878237,166,0.13
2025-09-21 23:53:32.888655,127,0.1
2025-09-21 23:53:32.899047,144,0.12
2025-09-21 23:53:32.907292,0,0.0
2025-09-21 23:53:32.916758,29,0.02
2025-09-21 23:53:32.925037,0,0.0
2025-09-21 23:53:32.935381,183,0.15
2025-09-21 23:53:32.945902,117,0.09
2025-09-21 23:53:32.956183,145,0.12
2025-09-21 23:53:32.965578,43,0.03
2025-09-21 23:53:32.975010,86,0.07
2025-09-21 23:53:32.984335,44,0.04
2025-09-21 23:53:32.994811,163,0.13
2025-09-21 23:53:33.004139,33,0.03
2025-09-21 23:53:33.013468,25,0.02
2025-09-21 23:53:33.023861,153,0.12
2025-09-21 23:53:33.034328,271,0.22
2025-09-21 23:53:33.044731,432,0.35
2025-09-21 23:53:33.055112,511,0.41
2025-09-21 23:53:33.065754,526,0.42
2025-09-21 23:53:33.076156,451,0.36
2025-09-21 23:53:33.086375,562,0.45
2025-09-21 23:53:33.096762,253,0.2
2025-09-21 23:53:33.107175,455,0.37
2025-09-21 23:53:33.117622,346,0.28
2025-09-21 23:53:33.128046,179,0.14
2025-09-21 23:53:33.138452,430,0.35
2025-09-21 23:53:33.148974,271,0.22
2025-09-21 23:53:33.159261,297,0.24
2025-09-21 23:53:33.169946,304,0.24
2025-09-21 23:53:33.180213,295,0.24
2025-09-21 23:53:33.190643,338,0.27
2025-09-21 23:53:33.201007,591,0.48
2025-09-21 23:53:33.211446,627,0.51
2025-09-21 23:53:33.221725,684,0.55
2025-09-21 23:53:33.233318,4095,3.3
2025-09-21 23:53:33.243581,842,0.68
2025-09-21 23:53:33.254150,843,0.68
2025-09-21 23:53:33.264425,839,0.68
2025-09-21 23:53:33.274851,843,0.68
2025-09-21 23:53:33.285372,842,0.68
2025-09-21 23:53:33.296742,4095,3.3
2025-09-21 23:53:33.308153,4095,3.3
2025-09-21 23:53:33.319625,4095,3.3
2025-09-21 23:53:33.331076,4095,3.3
2025-09-21 23:53:33.342585,4095,3.3
2025-09-21 23:53:33.354050,3315,2.67
2025-09-21 23:53:33.365445,1621,1.31
2025-09-21 23:53:33.376960,1051,0.85
2025-09-21 23:53:33.387275,463,0.37
2025-09-21 23:53:33.397773,511,0.41
2025-09-21 23:53:33.408103,193,0.16
2025-09-21 23:53:33.418581,331,0.27
2025-09-21 23:53:33.430126,4095,3.3
2025-09-21 23:53:33.440588,838,0.68
2025-09-21 23:53:33.450810,838,0.68
2025-09-21 23:53:33.461185,837,0.67
2025-09-21 23:53:33.471745,842,0.68
2025-09-21 23:53:33.482238,842,0.68
2025-09-21 23:53:33.492472,837,0.67
2025-09-21 23:53:33.502877,838,0.68
2025-09-21 23:53:33.513413,832,0.67
2025-09-21 23:53:33.523676,839,0.68
2025-09-21 23:53:33.534194,837,0.67
2025-09-21 23:53:33.544526,839,0.68
2025-09-21 23:53:33.555117,843,0.68
2025-09-21 23:53:33.565367,841,0.68
2025-09-21 23:53:33.575776,846,0.68
2025-09-21 23:53:33.586273,848,0.68
2025-09-21 23:53:33.596561,837,0.67
2025-09-21 23:53:33.607065,843,0.68
2025-09-21 23:53:33.617444,838,0.68
2025-09-21 23:53:33.627939,842,0.68
2025-09-21 23:53:33.638231,837,0.67
2025-09-21 23:53:33.648655,844,0.68
2025-09-21 23:53:33.659213,845,0.68
2025-09-21 23:53:33.669499,835,0.67
2025-09-21 23:53:33.679960,842,0.68
2025-09-21 23:53:33.691415,4095,3.3
2025-09-21 23:53:33.702904,4095,3.3
2025-09-21 23:53:33.714380,4095,3.3
2025-09-21 23:53:33.725768,4095,3.3
2025-09-21 23:53:33.736191,118,0.1
2025-09-21 23:53:33.746510,207,0.17
2025-09-21 23:53:33.757038,295,0.24
2025-09-21 23:53:33.766323,96,0.08
2025-09-21 23:53:33.776803,303,0.24
2025-09-21 23:53:33.786204,12,0.01
2025-09-21 23:53:33.796470,143,0.12
2025-09-21 23:53:33.804884,0,0.0
2025-09-21 23:53:33.815215,119,0.1
2025-09-21 23:53:33.825640,155,0.12
2025-09-21 23:53:33.836071,178,0.14
2025-09-21 23:53:33.846475,240,0.19
2025-09-21 23:53:33.856899,261,0.21
2025-09-21 23:53:33.867295,240,0.19
2025-09-21 23:53:33.877806,431,0.35
2025-09-21 23:53:33.888120,393,0.32
2025-09-21 23:53:33.898651,322,0.26
2025-09-21 23:53:33.907959,93,0.07
2025-09-21 23:53:33.917309,45,0.04
2025-09-21 23:53:33.925726,0,0.0
2025-09-21 23:53:33.934126,4,0.0
2025-09-21 23:53:33.943430,70,0.06
2025-09-21 23:53:33.952661,31,0.02
2025-09-21 23:53:33.963102,199,0.16
2025-09-21 23:53:33.973483,383,0.31
2025-09-21 23:53:33.983968,270,0.22
2025-09-21 23:53:33.994343,432,0.35
2025-09-21 23:53:34.004815,292,0.24
2025-09-21 23:53:34.015138,165,0.13
2025-09-21 23:53:34.024532,10,0.01
2025-09-21 23:53:34.033939,43,0.03
2025-09-21 23:53:34.043259,47,0.04
2025-09-21 23:53:34.052636,27,0.02
2025-09-21 23:53:34.063215,156,0.13
2025-09-21 23:53:34.073501,129,0.1
2025-09-21 23:53:34.084002,143,0.12
2025-09-21 23:53:34.093236,79,0.06
2025-09-21 23:53:34.102760,43,0.03
2025-09-21 23:53:34.113070,166,0.13
2025-09-21 23:53:34.123578,155,0.12
2025-09-21 23:53:34.133946,218,0.18
2025-09-21 23:53:34.144444,155,0.12
2025-09-21 23:53:34.154825,197,0.16
2025-09-21 23:53:34.165090,199,0.16
2025-09-21 23:53:34.175559,162,0.13
2025-09-21 23:53:34.184863,26,0.02
2025-09-21 23:53:34.195315,112,0.09
2025-09-21 23:53:34.203620,0,0.0
2025-09-21 23:53:34.212002,6,0.0
2025-09-21 23:53:34.220674,0,0.0
2025-09-21 23:53:34.232678,159,0.13
2025-09-21 23:53:34.243107,107,0.09
2025-09-21 23:53:34.253461,356,0.29
2025-09-21 23:53:34.262964,63,0.05
2025-09-21 23:53:34.271197,0,0.0
2025-09-21 23:53:34.281638,99,0.08
2025-09-21 23:53:34.291638,70,0.06
2025-09-21 23:53:34.302764,140,0.11
2025-09-21 23:53:34.313078,205,0.17
2025-09-21 23:53:34.323496,208,0.17
2025-09-21 23:53:34.333869,363,0.29
2025-09-21 23:53:34.344351,430,0.35
2025-09-21 23:53:34.354720,234,0.19
2025-09-21 23:53:34.365209,240,0.19
2025-09-21 23:53:34.375505,292,0.24
2025-09-21 23:53:34.385144,21,0.02
2025-09-21 23:53:34.395378,240,0.19
2025-09-21 23:53:34.405847,176,0.14
2025-09-21 23:53:34.416185,126,0.1
2025-09-21 23:53:34.427634,4095,3.3
2025-09-21 23:53:34.438137,145,0.12
2025-09-21 23:53:34.448434,189,0.15
2025-09-21 23:53:34.458896,409,0.33
2025-09-21 23:53:34.469208,834,0.67
2025-09-21 23:53:34.480834,4095,3.3
2025-09-21 23:53:34.492279,4095,3.3
2025-09-21 23:53:34.503661,4095,3.3
2025-09-21 23:53:34.514063,837,0.67
2025-09-21 23:53:34.524409,837,0.67
2025-09-21 23:53:34.536007,4095,3.3
2025-09-21 23:53:34.547482,4095,3.3
2025-09-21 23:53:34.558904,4095,3.3
2025-09-21 23:53:34.570356,4095,3.3
2025-09-21 23:53:34.581741,1981,1.6
2025-09-21 23:53:34.593211,1172,0.94
2025-09-21 23:53:34.603681,431,0.35
2025-09-21 23:53:34.614042,364,0.29
2025-09-21 23:53:34.624524,112,0.09
2025-09-21 23:53:34.634787,216,0.17
2025-09-21 23:53:34.645216,253,0.2
2025-09-21 23:53:34.655608,351,0.28
2025-09-21 23:53:34.666060,128,0.1
2025-09-21 23:53:34.676585,118,0.1
2025-09-21 23:53:34.686835,240,0.19
2025-09-21 23:53:34.697521,397,0.32
2025-09-21 23:53:34.707755,354,0.29
2025-09-21 23:53:34.718232,694,0.56
2025-09-21 23:53:34.728520,425,0.34
2025-09-21 23:53:34.739064,261,0.21
2025-09-21 23:53:34.749355,304,0.24
2025-09-21 23:53:34.759734,309,0.25
2025-09-21 23:53:34.770238,197,0.16
2025-09-21 23:53:34.780633,122,0.1
2025-09-21 23:53:34.789102,0,0.0
2025-09-21 23:53:34.799309,298,0.24
2025-09-21 23:53:34.808844,15,0.01
2025-09-21 23:53:34.818208,75,0.06
2025-09-21 23:53:34.826536,0,0.0
2025-09-21 23:53:34.835761,24,0.02
2025-09-21 23:53:34.844395,2,0.0
2025-09-21 23:53:34.854543,113,0.09
2025-09-21 23:53:34.865141,147,0.12
2025-09-21 23:53:34.875404,111,0.09
2025-09-21 23:53:34.884696,94,0.08
2025-09-21 23:53:34.894061,58,0.05
2025-09-21 23:53:34.903439,80,0.06
2025-09-21 23:53:34.913879,254,0.2
2025-09-21 23:53:34.924422,266,0.21
2025-09-21 23:53:34.934674,272,0.22
2025-09-21 23:53:34.945124,135,0.11
2025-09-21 23:53:34.954514,31,0.02
2025-09-21 23:53:34.963918,43,0.03
2025-09-21 23:53:34.973259,16,0.01
2025-09-21 23:53:34.983650,123,0.1
2025-09-21 23:53:34.994107,133,0.11
2025-09-21 23:53:35.004523,189,0.15
2025-09-21 23:53:35.014839,304,0.24
2025-09-21 23:53:35.025293,141,0.11
2025-09-21 23:53:35.034651,78,0.06
2025-09-21 23:53:35.043025,0,0.0
2025-09-21 23:53:35.053400,210,0.17
2025-09-21 23:53:35.063829,127,0.1
2025-09-21 23:53:35.073158,84,0.07
2025-09-21 23:53:35.081486,0,0.0
2025-09-21 23:53:35.091915,208,0.17
2025-09-21 23:53:35.101387,21,0.02
2025-09-21 23:53:35.109671,0,0.0
2025-09-21 23:53:35.120089,288,0.23
2025-09-21 23:53:35.130453,163,0.13
2025-09-21 23:53:35.140878,158,0.13
2025-09-21 23:53:35.151280,352,0.28
2025-09-21 23:53:35.161685,448,0.36
2025-09-21 23:53:35.172097,449,0.36
2025-09-21 23:53:35.182595,453,0.37
2025-09-21 23:53:35.192983,509,0.41
2025-09-21 23:53:35.203352,380,0.31
2025-09-21 23:53:35.213753,257,0.21
2025-09-21 23:53:35.224171,130,0.1
2025-09-21 23:53:35.234541,142,0.11
2025-09-21 23:53:35.244033,80,0.06
2025-09-21 23:53:35.255397,4095,3.3
2025-09-21 23:53:35.266820,4095,3.3
2025-09-21 23:53:35.278298,4095,3.3
2025-09-21 23:53:35.289745,1605,1.29
2025-09-21 23:53:35.300179,916,0.74
2025-09-21 23:53:35.310576,151,0.12
2025-09-21 23:53:35.321055,400,0.32
2025-09-21 23:53:35.331487,445,0.36
2025-09-21 23:53:35.341822,429,0.35
2025-09-21 23:53:35.352231,426,0.34
2025-09-21 23:53:35.362657,448,0.36
2025-09-21 23:53:35.373102,402,0.32
2025-09-21 23:53:35.383472,312,0.25
2025-09-21 23:53:35.392842,13,0.01
2025-09-21 23:53:35.402235,70,0.06
2025-09-21 23:53:35.412595,368,0.3
2025-09-21 23:53:35.421000,0,0.0
2025-09-21 23:53:35.430319,37,0.03
2025-09-21 23:53:35.440835,192,0.15
2025-09-21 23:53:35.450139,27,0.02
2025-09-21 23:53:35.459496,65,0.05
2025-09-21 23:53:35.468955,45,0.04
2025-09-21 23:53:35.479256,240,0.19
2025-09-21 23:53:35.487605,0,0.0
2025-09-21 23:53:35.497016,85,0.07
2025-09-21 23:53:35.506335,70,0.06
2025-09-21 23:53:35.516790,181,0.15
2025-09-21 23:53:35.527213,150,0.12
2025-09-21 23:53:35.537638,378,0.3
2025-09-21 23:53:35.548087,342,0.28
2025-09-21 23:53:35.558405,817,0.66
2025-09-21 23:53:35.568871,454,0.37
2025-09-21 23:53:35.579263,451,0.36
2025-09-21 23:53:35.589649,336,0.27
2025-09-21 23:53:35.600065,583,0.47
2025-09-21 23:53:35.610475,544,0.44
2025-09-21 23:53:35.620871,314,0.25
2025-09-21 23:53:35.631315,262,0.21
2025-09-21 23:53:35.641659,855,0.69
2025-09-21 23:53:35.652120,841,0.68
2025-09-21 23:53:35.662530,838,0.68
2025-09-21 23:53:35.672990,838,0.68
2025-09-21 23:53:35.683348,841,0.68
2025-09-21 23:53:35.693782,843,0.68
2025-09-21 23:53:35.704168,841,0.68
2025-09-21 23:53:35.714598,837,0.67
2025-09-21 23:53:35.725082,838,0.68
2025-09-21 23:53:35.735410,842,0.68
2025-09-21 23:53:35.745826,834,0.67
2025-09-21 23:53:35.756257,847,0.68
2025-09-21 23:53:35.766673,847,0.68
2025-09-21 23:53:35.778085,4095,3.3
2025-09-21 23:53:35.789551,4095,3.3
2025-09-21 23:53:35.801043,4095,3.3
2025-09-21 23:53:35.812451,3267,2.63
2025-09-21 23:53:35.823885,1776,1.43
2025-09-21 23:53:35.835398,1520,1.22
2025-09-21 23:53:35.845861,751,0.61
2025-09-21 23:53:35.856206,571,0.46
2025-09-21 23:53:35.865588,80,0.06
2025-09-21 23:53:35.876043,314,0.25
2025-09-21 23:53:35.886405,158,0.13
2025-09-21 23:53:35.896806,284,0.23
2025-09-21 23:53:35.906165,67,0.05
2025-09-21 23:53:35.916586,256,0.21
2025-09-21 23:53:35.927036,159,0.13
2025-09-21 23:53:35.936380,44,0.04
2025-09-21 23:53:35.944687,0,0.0
2025-09-21 23:53:35.955087,135,0.11
2025-09-21 23:53:35.965521,217,0.17
2025-09-21 23:53:35.976011,254,0.2
2025-09-21 23:53:35.986335,407,0.33
2025-09-21 23:53:35.996753,153,0.12
2025-09-21 23:53:36.006156,48,0.04
2025-09-21 23:53:36.017639,4095,3.3
2025-09-21 23:53:36.029107,4095,3.3
2025-09-21 23:53:36.040497,4095,3.3
2025-09-21 23:53:36.050894,901,0.73
2025-09-21 23:53:36.061330,506,0.41
2025-09-21 23:53:36.070771,59,0.05
2025-09-21 23:53:36.081237,500,0.4
2025-09-21 23:53:36.091543,209,0.17
2025-09-21 23:53:36.100946,69,0.06
2025-09-21 23:53:36.110254,96,0.08
2025-09-21 23:53:36.119585,53,0.04
2025-09-21 23:53:36.129049,48,0.04
2025-09-21 23:53:36.139385,321,0.26
2025-09-21 23:53:36.149817,138,0.11
2025-09-21 23:53:36.160352,194,0.16
2025-09-21 23:53:36.170774,443,0.36
2025-09-21 23:53:36.181211,435,0.35
2025-09-21 23:53:36.191463,350,0.28
2025-09-21 23:53:36.202001,656,0.53
2025-09-21 23:53:36.212448,571,0.46
2025-09-21 23:53:36.222829,446,0.36
2025-09-21 23:53:36.233128,379,0.31
2025-09-21 23:53:36.243536,272,0.22
2025-09-21 23:53:36.253987,250,0.2
2025-09-21 23:53:36.264357,203,0.16
2025-09-21 23:53:36.274779,128,0.1
2025-09-21 23:53:36.285205,135,0.11
2025-09-21 23:53:36.294569,30,0.02
2025-09-21 23:53:36.305154,102,0.08
2025-09-21 23:53:36.316430,1410,1.14
2025-09-21 23:53:36.328024,4095,3.3
2025-09-21 23:53:36.338294,841,0.68
2025-09-21 23:53:36.349852,4095,3.3
2025-09-21 23:53:36.361204,4095,3.3
2025-09-21 23:53:36.372695,4095,3.3
2025-09-21 23:53:36.384170,1936,1.56
2025-09-21 23:53:36.395760,2346,1.89
2025-09-21 23:53:36.406013,838,0.68
2025-09-21 23:53:36.417423,4095,3.3
2025-09-21 23:53:36.428873,4095,3.3
2025-09-21 23:53:36.440311,4095,3.3
2025-09-21 23:53:36.451789,1646,1.33
2025-09-21 23:53:36.463223,4095,3.3
2025-09-21 23:53:36.473616,839,0.68
2025-09-21 23:53:36.485232,4095,3.3
2025-09-21 23:53:36.496584,4095,3.3
2025-09-21 23:53:36.508179,4095,3.3
2025-09-21 23:53:36.519501,3930,3.17
2025-09-21 23:53:36.531019,1647,1.33
2025-09-21 23:53:36.541459,720,0.58
2025-09-21 23:53:36.551733,179,0.14
2025-09-21 23:53:36.561137,61,0.05
2025-09-21 23:53:36.571531,176,0.14
2025-09-21 23:53:36.582027,565,0.46
2025-09-21 23:53:36.592360,432,0.35
2025-09-21 23:53:36.602757,703,0.57
2025-09-21 23:53:36.614262,4095,3.3
2025-09-21 23:53:36.624758,833,0.67
2025-09-21 23:53:36.635127,833,0.67
2025-09-21 23:53:36.645578,848,0.68
2025-09-21 23:53:36.655878,689,0.56
2025-09-21 23:53:36.666268,853,0.69
2025-09-21 23:53:36.676670,838,0.68
2025-09-21 23:53:36.685199,0,0.0
2025-09-21 23:53:36.696518,4095,3.3
2025-09-21 23:53:36.708067,4095,3.3
2025-09-21 23:53:36.719362,4095,3.3
2025-09-21 23:53:36.729816,841,0.68
2025-09-21 23:53:36.740187,846,0.68
2025-09-21 23:53:36.750621,797,0.64
2025-09-21 23:53:36.761080,837,0.67
2025-09-21 23:53:36.771476,843,0.68
2025-09-21 23:53:36.783030,4095,3.3
2025-09-21 23:53:36.794372,4095,3.3
2025-09-21 23:53:36.805933,4095,3.3
2025-09-21 23:53:36.817259,4095,3.3
2025-09-21 23:53:36.828697,4095,3.3
2025-09-21 23:53:36.840133,2206,1.78
2025-09-21 23:53:36.851610,1437,1.16
2025-09-21 23:53:36.862108,499,0.4
2025-09-21 23:53:36.872409,499,0.4
2025-09-21 23:53:36.881841,97,0.08
2025-09-21 23:53:36.892211,175,0.14
2025-09-21 23:53:36.901602,96,0.08
2025-09-21 23:53:36.912356,850,0.68
2025-09-21 23:53:36.920456,0,0.0
2025-09-21 23:53:36.928675,0,0.0
2025-09-21 23:53:36.938225,50,0.04
2025-09-21 23:53:36.947427,66,0.05
2025-09-21 23:53:36.955739,0,0.0
2025-09-21 23:53:36.966171,281,0.23
2025-09-21 23:53:36.976602,240,0.19
2025-09-21 23:53:36.987162,250,0.2
2025-09-21 23:53:36.997393,130,0.1
2025-09-21 23:53:37.006778,60,0.05
2025-09-21 23:53:37.017172,249,0.2
2025-09-21 23:53:37.027582,113,0.09
2025-09-21 23:53:37.037016,78,0.06
2025-09-21 23:53:37.046362,43,0.03
2025-09-21 23:53:37.054683,0,0.0
2025-09-21 23:53:37.064119,80,0.06
2025-09-21 23:53:37.072387,0,0.0
2025-09-21 23:53:37.081733,98,0.08
2025-09-21 23:53:37.090069,0,0.0
